wkt_geom,OBJECTID,Id,Komm,Ip,X_WERT,Y_WERT,Typ,Brgwl,Iz,Nbr,Rbr,Ski,Hz,Hbr,Qbr,Brkenn
Point (2535738 5660191.09999999962747097),36284,0,,46861,2535738,5660191.1,M,x10987654321,15,1,0.5,1,0,0,-0.061,WS0360
Point (2535738 5660191.09999999962747097),36285,0,,46861,2535738,5660191.1,M,x10987654321,16,1,0.5,1,0,0,-0.025,WS0360
Point (2535738 5660191.09999999962747097),36286,0,,46861,2535738,5660191.1,M,x10987654321,17,2,0.4,1,0,0,-0.041,WS0360
Point (2535738 5660191.09999999962747097),36287,0,,46861,2535738,5660191.1,M,x10987654321,18,2,0.4,1,0,0,-0.111,WS0360
Point (2535738 5660191.09999999962747097),36288,0,,46861,2535738,5660191.1,M,x10987654321,19,2,0.4,1,0,0,-0.088,WS0360
Point (2535738 5660191.09999999962747097),36289,0,,46861,2535738,5660191.1,M,x10987654321,20,2,0.4,1,0,0,-0.068,WS0360
Point (2535738 5660191.09999999962747097),36290,0,,46861,2535738,5660191.1,M,x10987654321,21,2,0.4,1,0,0,-0.046,WS0360
Point (2535738 5660191.09999999962747097),36291,0,,46861,2535738,5660191.1,M,x10987654321,22,2,0.4,1,0,0,-0.013,WS0360
Point (2535738 5660191.09999999962747097),36292,0,,46861,2535738,5660191.1,M,x10987654321,23,0,0.4,1,0,0,0,WS1262
Point (2535741.39000000013038516 5660193.96999999973922968),36293,0,,46862,2535741.39,5660193.97,M,x10987654321,13,1,0.5,1,0,0,-0.692,WS0518
Point (2535741.39000000013038516 5660193.96999999973922968),36294,0,,46862,2535741.39,5660193.97,M,x10987654321,14,1,0.5,1,0,0,-0.549,WS0518
Point (2535741.39000000013038516 5660193.96999999973922968),36295,0,,46862,2535741.39,5660193.97,M,x10987654321,15,1,0.5,1,0,0,-0.352,WS0518
Point (2535741.39000000013038516 5660193.96999999973922968),36296,0,,46862,2535741.39,5660193.97,M,x10987654321,16,1,0.5,1,0,0,-0.132,WS0518
Point (2535741.39000000013038516 5660193.96999999973922968),36297,0,,46862,2535741.39,5660193.97,M,x10987654321,17,1,0.5,1,0,0,-0.067,WS0518
Point (2535741.39000000013038516 5660193.96999999973922968),36298,0,,46862,2535741.39,5660193.97,M,x10987654321,18,1,0.5,1,0,0,-0.034,WS0518
Point (2535741.39000000013038516 5660193.96999999973922968),36299,0,,46862,2535741.39,5660193.97,M,x10987654321,19,1,0.5,1,0,0,-0.066,WS0518
Point (2535741.39000000013038516 5660193.96999999973922968),36300,0,,46862,2535741.39,5660193.97,M,x10987654321,20,1,0.5,1,0,0,-0.031,WS0518
Point (2535741.39000000013038516 5660193.96999999973922968),36301,0,,46862,2535741.39,5660193.97,M,x10987654321,21,1,0.5,1,0,0,-0.051,WS0518
Point (2535741.39000000013038516 5660193.96999999973922968),36302,0,,46862,2535741.39,5660193.97,M,x10987654321,22,1,0.5,1,0,0,-0.027,WS0518
Point (2535741.39000000013038516 5660193.96999999973922968),36303,0,,46862,2535741.39,5660193.97,M,x10987654321,23,1,0.5,1,0,0,-0.011,WS0518
Point (2535741.39000000013038516 5660193.96999999973922968),36304,0,,46862,2535741.39,5660193.97,M,x10987654321,24,0,0.5,1,0,0,0,WS0518
Point (2535744.2099999999627471 5660614.92999999970197678),36305,0,,46863,2535744.21,5660614.93,M,x10987654321,13,1,0.5,1,0,0,-0.228,WS0681
Point (2535744.2099999999627471 5660614.92999999970197678),36306,0,,46863,2535744.21,5660614.93,M,x10987654321,14,1,0.5,1,0,0,-1.085,WS0681
Point (2535744.2099999999627471 5660614.92999999970197678),36307,0,,46863,2535744.21,5660614.93,M,x10987654321,15,1,0.5,1,0,0,-0.921,WS0681
Point (2535744.2099999999627471 5660614.92999999970197678),36308,0,,46863,2535744.21,5660614.93,M,x10987654321,16,1,0.5,1,0,0,-0.627,WS0681
Point (2535744.2099999999627471 5660614.92999999970197678),36309,0,,46863,2535744.21,5660614.93,M,x10987654321,17,1,0.5,1,0,0,-0.571,WS0681
Point (2535744.2099999999627471 5660614.92999999970197678),36310,0,,46863,2535744.21,5660614.93,M,x10987654321,18,1,0.5,1,0,0,-0.341,WS0681
Point (2535744.2099999999627471 5660614.92999999970197678),36311,0,,46863,2535744.21,5660614.93,M,x10987654321,19,1,0.5,1,0,0,-0.129,WS0681
Point (2535744.2099999999627471 5660614.92999999970197678),36312,0,,46863,2535744.21,5660614.93,M,x10987654321,20,1,0.5,1,0,0,-0.043,WS0681
Point (2535744.2099999999627471 5660614.92999999970197678),36313,0,,46863,2535744.21,5660614.93,M,x10987654321,21,1,0.5,1,0,0,-0.033,WS0681
Point (2535744.2099999999627471 5660614.92999999970197678),36314,0,,46863,2535744.21,5660614.93,M,x10987654321,22,1,0.5,1,0,0,-0.026,WS0681
Point (2535744.2099999999627471 5660614.92999999970197678),36315,0,,46863,2535744.21,5660614.93,M,x10987654321,23,1,0.5,1,0,0,-0.022,WS0681
Point (2535744.2099999999627471 5660614.92999999970197678),36316,0,,46863,2535744.21,5660614.93,M,x10987654321,24,1,0.5,1,0,0,-0.015,WS0681
Point (2535744.2099999999627471 5660614.92999999970197678),36317,0,,46863,2535744.21,5660614.93,M,x10987654321,25,1,0.5,1,0,0,-0.012,WS0681
Point (2535744.2099999999627471 5660614.92999999970197678),36318,0,,46863,2535744.21,5660614.93,M,x10987654321,26,0,0.5,1,0,0,0,WS0681
Point (2535790.27999999979510903 5660364.66000000014901161),36319,0,,46865,2535790.28,5660364.66,M,xx0987654321,13,1,0.4,1,0,0,-0.342,WS0634
Point (2535790.27999999979510903 5660364.66000000014901161),36320,0,,46865,2535790.28,5660364.66,M,x10987654321,14,2,0.4,1,0,0,-0.866,WS0634
Point (2535790.27999999979510903 5660364.66000000014901161),36321,0,,46865,2535790.28,5660364.66,M,x10987654321,15,2,0.4,1,0,0,-0.685,WS0634
Point (2535790.27999999979510903 5660364.66000000014901161),36322,0,,46865,2535790.28,5660364.66,M,x10987654321,16,2,0.4,1,0,0,-0.462,WS0634
Point (2535790.27999999979510903 5660364.66000000014901161),36323,0,,46865,2535790.28,5660364.66,M,x10987654321,17,2,0.4,1,0,0,-0.392,WS0634
Point (2535790.27999999979510903 5660364.66000000014901161),36324,0,,46865,2535790.28,5660364.66,M,x10987654321,18,2,0.4,1,0,0,-0.345,WS0634
Point (2535790.27999999979510903 5660364.66000000014901161),36325,0,,46865,2535790.28,5660364.66,M,x10987654321,19,2,0.4,1,0,0,-0.276,WS0634
Point (2535790.27999999979510903 5660364.66000000014901161),36326,0,,46865,2535790.28,5660364.66,M,x10987654321,20,2,0.4,1,0,0,-0.169,WS0634
Point (2535790.27999999979510903 5660364.66000000014901161),36327,0,,46865,2535790.28,5660364.66,M,x10987654321,21,2,0.4,1,0,0,-0.182,WS0634
Point (2535790.27999999979510903 5660364.66000000014901161),36328,0,,46865,2535790.28,5660364.66,M,x10987654321,22,2,0.4,1,0,0,-0.144,WS0634
Point (2535790.27999999979510903 5660364.66000000014901161),36329,0,,46865,2535790.28,5660364.66,M,x10987654321,23,2,0.4,1,0,0,-0.105,WS0634
Point (2535790.27999999979510903 5660364.66000000014901161),36330,0,,46865,2535790.28,5660364.66,M,x10987654321,24,2,0.4,1,0,0,-0.034,WS0634
Point (2535790.27999999979510903 5660364.66000000014901161),36331,0,,46865,2535790.28,5660364.66,M,x10987654321,25,1,0.4,1,0,0,-0.011,WS0634
Point (2535790.27999999979510903 5660364.66000000014901161),36332,0,,46865,2535790.28,5660364.66,M,x10987654321,26,0,0.4,1,0,0,0,WS0634
Point (2535801.20000000018626451 5660269.51999999955296516),36333,0,,46866,2535801.2,5660269.52,M,x10987654321,13,1,0.5,1,0,0,-0.929,WS0517
Point (2535801.20000000018626451 5660269.51999999955296516),36334,0,,46866,2535801.2,5660269.52,M,x10987654321,14,1,0.5,1,0,0,-1.054,WS0517
Point (2535801.20000000018626451 5660269.51999999955296516),36335,0,,46866,2535801.2,5660269.52,M,x10987654321,15,1,0.5,1,0,0,-0.542,WS0517
Point (2535801.20000000018626451 5660269.51999999955296516),36336,0,,46866,2535801.2,5660269.52,M,x10987654321,16,1,0.5,1,0,0,-0.343,WS0517
Point (2535801.20000000018626451 5660269.51999999955296516),36337,0,,46866,2535801.2,5660269.52,M,x10987654321,17,2,0.4,1,0,0,-0.396,WS0517
Point (2535801.20000000018626451 5660269.51999999955296516),36338,0,,46866,2535801.2,5660269.52,M,x10987654321,18,2,0.4,1,0,0,-0.501,WS0517
Point (2535801.20000000018626451 5660269.51999999955296516),36339,0,,46866,2535801.2,5660269.52,M,x10987654321,19,2,0.4,1,0,0,-0.427,WS0517
Point (2535801.20000000018626451 5660269.51999999955296516),36340,0,,46866,2535801.2,5660269.52,M,x10987654321,20,2,0.4,1,0,0,-0.264,WS0517
Point (2535801.20000000018626451 5660269.51999999955296516),36341,0,,46866,2535801.2,5660269.52,M,x10987654321,21,2,0.4,1,0,0,-0.212,WS0517
Point (2535801.20000000018626451 5660269.51999999955296516),36342,0,,46866,2535801.2,5660269.52,M,x10987654321,22,2,0.4,1,0,0,-0.136,WS0517
Point (2535801.20000000018626451 5660269.51999999955296516),36343,0,,46866,2535801.2,5660269.52,M,x10987654321,23,2,0.4,1,0,0,-0.085,WS0517
Point (2535801.20000000018626451 5660269.51999999955296516),36344,0,,46866,2535801.2,5660269.52,M,x10987654321,24,2,0.4,1,0,0,-0.067,WS0517
Point (2535801.20000000018626451 5660269.51999999955296516),36345,0,,46866,2535801.2,5660269.52,M,x10987654321,25,2,0.4,1,0,0,-0.048,WS0517
Point (2535801.20000000018626451 5660269.51999999955296516),36346,0,,46866,2535801.2,5660269.52,M,x10987654321,26,2,0.4,1,0,0,-0.024,WS0517
Point (2535801.20000000018626451 5660269.51999999955296516),36347,0,,46866,2535801.2,5660269.52,M,x10987654321,27,0,0.4,1,0,0,0,WS1261
Point (2535809.0400000000372529 5660933.83000000007450581),36348,0,,46867,2535809.04,5660933.83,M,xx0987654321,17,2,0.5,1,0,0,-0.686,WS1166
Point (2535809.0400000000372529 5660933.83000000007450581),36349,0,,46867,2535809.04,5660933.83,M,xx0987654321,18,2,0.5,1,0,0,-0.47,WS1166
Point (2535809.0400000000372529 5660933.83000000007450581),36350,0,,46867,2535809.04,5660933.83,M,xx0987654321,19,2,0.5,1,0,0,-0.23,WS1166
Point (2535809.0400000000372529 5660933.83000000007450581),36351,0,,46867,2535809.04,5660933.83,M,xx0987654321,20,2,0.5,1,0,0,-0.096,WS1166
Point (2535809.0400000000372529 5660933.83000000007450581),36352,0,,46867,2535809.04,5660933.83,M,xx0987654321,21,2,0.5,1,0,0,-0.07,WS1166
Point (2535809.0400000000372529 5660933.83000000007450581),36353,0,,46867,2535809.04,5660933.83,M,xx0987654321,22,2,0.5,1,0,0,-0.034,WS1166
Point (2535809.0400000000372529 5660933.83000000007450581),36354,0,,46867,2535809.04,5660933.83,M,xx0987654321,23,1,0.5,1,0,0,-0.013,WS1166
Point (2535809.0400000000372529 5660933.83000000007450581),36355,0,,46867,2535809.04,5660933.83,M,xx0987654321,24,0,0.5,1,0,0,0,WS1166
Point (2535809.68000000016763806 5660126.03000000026077032),36356,0,,46868,2535809.68,5660126.03,M,x10987654321,14,1,0.4,1,0,0,-0.014,WS1071
Point (2535809.68000000016763806 5660126.03000000026077032),36357,0,,46868,2535809.68,5660126.03,M,x10987654321,15,1,0.4,1,0,0,-0.166,WS1071
Point (2535809.68000000016763806 5660126.03000000026077032),36358,0,,46868,2535809.68,5660126.03,M,x10987654321,16,1,0.4,1,0,0,-0.059,WS1071
Point (2535809.68000000016763806 5660126.03000000026077032),36359,0,,46868,2535809.68,5660126.03,M,x10987654321,17,1,0.4,1,0,0,-0.023,WS1071
Point (2535809.68000000016763806 5660126.03000000026077032),36360,0,,46868,2535809.68,5660126.03,M,x10987654321,18,1,0.4,1,0,0,-0.026,WS1071
Point (2535809.68000000016763806 5660126.03000000026077032),36361,0,,46868,2535809.68,5660126.03,M,x10987654321,19,1,0.4,1,0,0,-0.019,WS1071
Point (2535809.68000000016763806 5660126.03000000026077032),36362,0,,46868,2535809.68,5660126.03,M,x10987654321,20,1,0.4,1,0,0,-0.022,WS1071
Point (2535809.68000000016763806 5660126.03000000026077032),36363,0,,46868,2535809.68,5660126.03,M,x10987654321,21,1,0.4,1,0,0,-0.015,WS1071
Point (2535809.68000000016763806 5660126.03000000026077032),36364,0,,46868,2535809.68,5660126.03,M,x10987654321,22,1,0.4,1,0,0,-0.008,WS1071
Point (2535809.68000000016763806 5660126.03000000026077032),36365,0,,46868,2535809.68,5660126.03,M,x10987654321,23,0,0.4,1,0,0,0,WS1071
Point (2535813.29999999981373549 5660129.36000000033527613),36366,0,,46870,2535813.3,5660129.36,M,xx0987654321,9,1,0.5,1,0,0,-0.428,WS0340
Point (2535813.29999999981373549 5660129.36000000033527613),36367,0,,46870,2535813.3,5660129.36,M,xx0987654321,10,1,0.5,1,0,0,-1.214,WS0340
Point (2535813.29999999981373549 5660129.36000000033527613),36368,0,,46870,2535813.3,5660129.36,M,xx0987654321,11,1,0.5,1,0,0,-0.707,WS0340
Point (2535813.29999999981373549 5660129.36000000033527613),36369,0,,46870,2535813.3,5660129.36,M,xx0987654321,12,1,0.5,1,0,0,-0.524,WS0340
Point (2535813.29999999981373549 5660129.36000000033527613),36370,0,,46870,2535813.3,5660129.36,M,xx0987654321,13,1,0.5,1,0,0,-0.271,WS0340
Point (2535813.29999999981373549 5660129.36000000033527613),36371,0,,46870,2535813.3,5660129.36,M,xx0987654321,14,1,0.5,1,0,0,-0.15,WS0340
Point (2535813.29999999981373549 5660129.36000000033527613),36372,0,,46870,2535813.3,5660129.36,M,xx0987654321,15,1,0.5,1,0,0,-0.065,WS0340
Point (2535813.29999999981373549 5660129.36000000033527613),36373,0,,46870,2535813.3,5660129.36,M,xx0987654321,16,1,0.5,1,0,0,-0.026,WS0340
Point (2535813.29999999981373549 5660129.36000000033527613),36374,0,,46870,2535813.3,5660129.36,M,xx0987654321,17,1,0.5,1,0,0,-0.018,WS0340
Point (2535813.29999999981373549 5660129.36000000033527613),36375,0,,46870,2535813.3,5660129.36,M,xx0987654321,18,1,0.5,1,0,0,-0.018,WS0340
Point (2535813.29999999981373549 5660129.36000000033527613),36376,0,,46870,2535813.3,5660129.36,M,xx0987654321,19,1,0.5,1,0,0,-0.026,WS0340
Point (2535813.29999999981373549 5660129.36000000033527613),36377,0,,46870,2535813.3,5660129.36,M,xx0987654321,20,1,0.5,1,0,0,-0.02,WS0340
Point (2535813.29999999981373549 5660129.36000000033527613),36378,0,,46870,2535813.3,5660129.36,M,xx0987654321,21,1,0.5,1,0,0,-0.014,WS0340
Point (2535813.29999999981373549 5660129.36000000033527613),36379,0,,46870,2535813.3,5660129.36,M,xx0987654321,22,1,0.5,1,0,0,-0.003,WS0340
Point (2535813.29999999981373549 5660129.36000000033527613),36380,0,,46870,2535813.3,5660129.36,M,xx0987654321,23,0,0.5,1,0,0,0,WS0340
Point (2535816.37999999988824129 5660534.20000000018626451),36381,0,,46871,2535816.38,5660534.2,M,xx0987xxxxxx,19,1,0.4,1,0,0,-0.048,WS1327
Point (2535816.37999999988824129 5660534.20000000018626451),36382,0,,46871,2535816.38,5660534.2,M,xx0987xxxxxx,20,1,0.4,1,0,0,-0.022,WS1327
Point (2535816.37999999988824129 5660534.20000000018626451),36383,0,,46871,2535816.38,5660534.2,M,xx0987xxxxxx,21,1,0.4,1,0,0,-0.012,WS1327
Point (2535816.37999999988824129 5660534.20000000018626451),36384,0,,46871,2535816.38,5660534.2,M,xx0987xxxxxx,22,1,0.4,1,0,0,-0.006,WS1327
Point (2535816.37999999988824129 5660534.20000000018626451),36385,0,,46871,2535816.38,5660534.2,M,xx0987xxxxxx,23,0,0.4,1,0,0,0,WS1327
Point (2535821.02000000001862645 5660645),36386,0,,46873,2535821.02,5660645,M,xx0987654321,19,2,0.4,1,0,0,-0.117,WS1074
Point (2535821.02000000001862645 5660645),36387,0,,46873,2535821.02,5660645,M,xx0987654321,20,1,0.4,1,0,0,-0.111,WS1326
Point (2535821.02000000001862645 5660645),36388,0,,46873,2535821.02,5660645,M,xx0987654321,21,1,0.4,1,0,0,-0.031,WS1326
Point (2535821.02000000001862645 5660645),36389,0,,46873,2535821.02,5660645,M,xx0987654321,22,1,0.4,1,0,0,-0.008,WS1326
Point (2535821.02000000001862645 5660645),36390,0,,46873,2535821.02,5660645,M,xx0987654321,23,0,0.4,1,0,0,0,WS1326
Point (2535826.0400000000372529 5660815.41000000014901161),36391,0,,46874,2535826.04,5660815.41,M,xx0987654321,13,1,0.5,1,0,0,-0.356,WS0513
Point (2535826.0400000000372529 5660815.41000000014901161),36392,0,,46874,2535826.04,5660815.41,M,xx0987654321,14,1,0.5,1,0,0,-1.4,WS0513
Point (2535826.0400000000372529 5660815.41000000014901161),36393,0,,46874,2535826.04,5660815.41,M,xx0987654321,15,1,0.5,1,0,0,-0.945,WS0513
Point (2535826.0400000000372529 5660815.41000000014901161),36394,0,,46874,2535826.04,5660815.41,M,xx0987654321,16,1,0.5,1,0,0,-0.084,WS0513
Point (2535826.0400000000372529 5660815.41000000014901161),36395,0,,46874,2535826.04,5660815.41,M,xx0987654321,17,1,0.5,1,0,0,-0.14,WS0513
Point (2535826.0400000000372529 5660815.41000000014901161),36396,0,,46874,2535826.04,5660815.41,M,xx0987654321,18,1,0.5,1,0,0,-0.107,WS0513
Point (2535826.0400000000372529 5660815.41000000014901161),36397,0,,46874,2535826.04,5660815.41,M,xx0987654321,19,0,0.5,1,0,0,0,WS0513
Point (2535881.37999999988824129 5660447.76999999955296516),36398,0,,46876,2535881.38,5660447.77,M,x10987654321,13,1,0.5,1,0,0,-1.72,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36399,0,,46876,2535881.38,5660447.77,M,x10987654321,14,1,0.5,1,0,0,-1.618,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36400,0,,46876,2535881.38,5660447.77,M,x10987654321,15,1,0.5,1,0,0,-0.918,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36401,0,,46876,2535881.38,5660447.77,M,x10987654321,16,1,0.5,1,0,0,-0.683,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36402,0,,46876,2535881.38,5660447.77,M,x10987654321,17,1,0.5,1,0,0,-0.54,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36403,0,,46876,2535881.38,5660447.77,M,x10987654321,18,1,0.5,1,0,0,-0.509,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36404,0,,46876,2535881.38,5660447.77,M,x10987654321,19,1,0.5,1,0,0,-0.302,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36405,0,,46876,2535881.38,5660447.77,M,x10987654321,20,1,0.5,1,0,0,-0.16,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36406,0,,46876,2535881.38,5660447.77,M,x10987654321,21,1,0.5,1,0,0,-0.091,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36407,0,,46876,2535881.38,5660447.77,M,x10987654321,22,1,0.5,1,0,0,-0.054,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36408,0,,46876,2535881.38,5660447.77,M,x10987654321,23,1,0.5,1,0,0,-0.037,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36409,0,,46876,2535881.38,5660447.77,M,x10987654321,24,1,0.5,1,0,0,-0.027,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36410,0,,46876,2535881.38,5660447.77,M,x10987654321,25,1,0.5,1,0,0,-0.03,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36411,0,,46876,2535881.38,5660447.77,M,x10987654321,26,1,0.5,1,0,0,-0.024,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36412,0,,46876,2535881.38,5660447.77,M,x10987654321,27,0,0.5,1,0,0,0,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36413,0,,46876,2535881.38,5660447.77,M,x10987654321,28,1,0.5,1,0,0,-0.008,WS0515
Point (2535881.37999999988824129 5660447.76999999955296516),36414,0,,46876,2535881.38,5660447.77,M,x10987654321,29,0,0.5,1,0,0,0,WS0515
Point (2535892.37000000011175871 5660240.63999999966472387),36415,0,,46879,2535892.37,5660240.64,M,xx0987654321,14,2,0.4,1,0,0,-0.092,WS1072
Point (2535892.37000000011175871 5660240.63999999966472387),36416,0,,46879,2535892.37,5660240.64,M,xx0987654321,15,2,0.4,1,0,0,-0.734,WS1072
Point (2535892.37000000011175871 5660240.63999999966472387),36417,0,,46879,2535892.37,5660240.64,M,xx0987654321,16,2,0.4,1,0,0,-0.465,WS1072
Point (2535892.37000000011175871 5660240.63999999966472387),36418,0,,46879,2535892.37,5660240.64,M,xx0987654321,17,2,0.4,1,0,0,-0.388,WS1072
Point (2535892.37000000011175871 5660240.63999999966472387),36419,0,,46879,2535892.37,5660240.64,M,xx0987654321,18,2,0.4,1,0,0,-0.343,WS1072
Point (2535892.37000000011175871 5660240.63999999966472387),36420,0,,46879,2535892.37,5660240.64,M,xx0987654321,19,2,0.4,1,0,0,-0.193,WS1072
Point (2535892.37000000011175871 5660240.63999999966472387),36421,0,,46879,2535892.37,5660240.64,M,xx0987654321,20,2,0.4,1,0,0,-0.157,WS1072
Point (2535892.37000000011175871 5660240.63999999966472387),36422,0,,46879,2535892.37,5660240.64,M,xx0987654321,21,2,0.4,1,0,0,-0.189,WS1072
Point (2535892.37000000011175871 5660240.63999999966472387),36423,0,,46879,2535892.37,5660240.64,M,xx0987654321,22,2,0.4,1,0,0,-0.175,WS1072
Point (2535892.37000000011175871 5660240.63999999966472387),36424,0,,46879,2535892.37,5660240.64,M,xx0987654321,23,2,0.4,1,0,0,-0.116,WS1072
Point (2535892.37000000011175871 5660240.63999999966472387),36425,0,,46879,2535892.37,5660240.64,M,xx0987654321,24,2,0.4,1,0,0,-0.092,WS1072
Point (2535892.37000000011175871 5660240.63999999966472387),36426,0,,46879,2535892.37,5660240.64,M,xx0987654321,25,1,0.4,1,0,0,-0.033,WS1072
Point (2535892.37000000011175871 5660240.63999999966472387),36427,0,,46879,2535892.37,5660240.64,M,xx0987654321,26,1,0.4,1,0,0,-0.006,WS1072
Point (2535892.37000000011175871 5660240.63999999966472387),36428,0,,46879,2535892.37,5660240.64,M,xx0987654321,27,0,0.4,1,0,0,0,WS1072
Point (2535933.58999999985098839 5660150.28000000026077032),36429,0,,46883,2535933.59,5660150.28,M,xx0987654321,9,1,0.5,1,0,0,-0.588,WS0347
Point (2535933.58999999985098839 5660150.28000000026077032),36430,0,,46883,2535933.59,5660150.28,M,xx0987654321,10,1,0.5,1,0,0,-1.017,WS0347
Point (2535933.58999999985098839 5660150.28000000026077032),36431,0,,46883,2535933.59,5660150.28,M,xx0987654321,11,1,0.5,1,0,0,-0.797,WS0347
Point (2535933.58999999985098839 5660150.28000000026077032),36432,0,,46883,2535933.59,5660150.28,M,xx0987654321,12,1,0.5,1,0,0,-0.534,WS0347
Point (2535933.58999999985098839 5660150.28000000026077032),36433,0,,46883,2535933.59,5660150.28,M,xx0987654321,13,1,0.5,1,0,0,-0.162,WS0347
Point (2535933.58999999985098839 5660150.28000000026077032),36434,0,,46883,2535933.59,5660150.28,M,xx0987654321,14,1,0.5,1,0,0,-0.062,WS0347
Point (2535933.58999999985098839 5660150.28000000026077032),36435,0,,46883,2535933.59,5660150.28,M,xx0987654321,15,1,0.5,1,0,0,-0.021,WS0347
Point (2535933.58999999985098839 5660150.28000000026077032),36436,0,,46883,2535933.59,5660150.28,M,xx0987654321,16,1,0.5,1,0,0,-0.021,WS0347
Point (2535933.58999999985098839 5660150.28000000026077032),36437,0,,46883,2535933.59,5660150.28,M,xx0987654321,17,1,0.5,1,0,0,-0.012,WS0347
Point (2535933.58999999985098839 5660150.28000000026077032),36438,0,,46883,2535933.59,5660150.28,M,xx0987654321,18,2,0.3,1,0,0,-0.029,WS0347
Point (2535933.58999999985098839 5660150.28000000026077032),36439,0,,46883,2535933.59,5660150.28,M,xx0987654321,19,2,0.3,1,0,0,-0.066,WS0347
Point (2535933.58999999985098839 5660150.28000000026077032),36440,0,,46883,2535933.59,5660150.28,M,xx0987654321,20,2,0.3,1,0,0,-0.056,WS0347
Point (2535933.58999999985098839 5660150.28000000026077032),36441,0,,46883,2535933.59,5660150.28,M,xx0987654321,21,2,0.3,1,0,0,-0.023,WS0347
Point (2535933.58999999985098839 5660150.28000000026077032),36442,0,,46883,2535933.59,5660150.28,M,xx0987654321,22,1,0.3,1,0,0,-0.003,WS1263
Point (2535933.58999999985098839 5660150.28000000026077032),36443,0,,46883,2535933.59,5660150.28,M,xx0987654321,23,0,0.3,1,0,0,0,WS1263
Point (2535950.29999999981373549 5660364.11000000033527613),36444,0,,46887,2535950.3,5660364.11,M,x10987654321,13,1,0.5,1,0,0,-0.376,WS0516
Point (2535950.29999999981373549 5660364.11000000033527613),36445,0,,46887,2535950.3,5660364.11,M,x10987654321,14,1,0.5,1,0,0,-0.165,WS0516
Point (2535950.29999999981373549 5660364.11000000033527613),36446,0,,46887,2535950.3,5660364.11,M,x10987654321,15,1,0.5,1,0,0,-0.22,WS0516
Point (2535950.29999999981373549 5660364.11000000033527613),36447,0,,46887,2535950.3,5660364.11,M,x10987654321,16,1,0.5,1,0,0,-0.06,WS0516
Point (2535950.29999999981373549 5660364.11000000033527613),36448,0,,46887,2535950.3,5660364.11,M,x10987654321,17,1,0.5,1,0,0,-0.037,WS0516
Point (2535950.29999999981373549 5660364.11000000033527613),36449,0,,46887,2535950.3,5660364.11,M,x10987654321,18,1,0.5,1,0,0,-0.033,WS0516
Point (2535950.29999999981373549 5660364.11000000033527613),36450,0,,46887,2535950.3,5660364.11,M,x10987654321,19,1,0.5,1,0,0,-0.037,WS0516
Point (2535950.29999999981373549 5660364.11000000033527613),36451,0,,46887,2535950.3,5660364.11,M,x10987654321,20,1,0.5,1,0,0,-0.017,WS0516
Point (2535950.29999999981373549 5660364.11000000033527613),36452,0,,46887,2535950.3,5660364.11,M,x10987654321,21,1,0.5,1,0,0,-0.009,WS0516
Point (2535950.29999999981373549 5660364.11000000033527613),36453,0,,46887,2535950.3,5660364.11,M,x10987654321,22,1,0.5,1,0,0,-0.001,WS0516
Point (2535950.29999999981373549 5660364.11000000033527613),36454,0,,46887,2535950.3,5660364.11,M,x10987654321,23,0,0.5,1,0,0,0,WS0516
Point (2535955.12000000011175871 5660366.53000000026077032),36455,0,,46889,2535955.12,5660366.53,M,x10987654321,13,1,0.4,1,0,0,-0.401,WS0633
Point (2535955.12000000011175871 5660366.53000000026077032),36456,0,,46889,2535955.12,5660366.53,M,x10987654321,14,2,0.4,1,0,0,-0.429,WS0633
Point (2535955.12000000011175871 5660366.53000000026077032),36457,0,,46889,2535955.12,5660366.53,M,x10987654321,15,2,0.4,1,0,0,-0.162,WS0633
Point (2535955.12000000011175871 5660366.53000000026077032),36458,0,,46889,2535955.12,5660366.53,M,x10987654321,16,2,0.4,1,0,0,-0.046,WS0633
Point (2535955.12000000011175871 5660366.53000000026077032),36459,0,,46889,2535955.12,5660366.53,M,x10987654321,17,2,0.4,1,0,0,-0.026,WS0633
Point (2535955.12000000011175871 5660366.53000000026077032),36460,0,,46889,2535955.12,5660366.53,M,x10987654321,18,2,0.4,1,0,0,-0.009,WS0633
Point (2535955.12000000011175871 5660366.53000000026077032),36461,0,,46889,2535955.12,5660366.53,M,x10987654321,19,0,0.4,1,0,0,0,WS0983
Point (2536342.75999999977648258 5660194.37999999988824129),36462,0,,46894,2536342.76,5660194.38,M,xx0987654321,14,1,0.4,1,0,0,-0.085,WS0986
