per,wellid,qdes,,,,,,BIOS,org,50%,"0-3:30%, 4-6:50%, 7-8:100%",org+WS,"0-3:30%, 4-5:50%, 6-8:100%",,,,,,
3,well366,0,,,,,,0,0,0,0,0,0,,,6,well783,-1602.05592,-801.02796
3,well367,0,,,,,,0,0,0,0,0,0,,,6,well784,0,0
3,well368,0,,,,,,0,0,0,0,0,0,,,6,well785,0,0
3,well369,0,,,,,,0,0,0,0,0,0,,,6,well786,0,0
3,well37,-111.0126974,,,,,,0,0,0,0,0,0,,,6,well787,0,0
3,well370,0,,,,,,0,0,0,0,0,0,,,6,well788,0,0
3,well371,0,,,,,,0,0,0,0,0,0,,,6,well789,0,0
3,well372,0,,,,,,0,0,0,0,0,0,,,6,well790,-1172.423162,-586.211581
3,well373,0,,,,,,0,0,0,0,0,0,,,6,well791,0,0
3,well374,0,,,,,,0,0,0,0,0,0,,,6,well792,-1208.671972,-604.335986
3,well375,0,,,,,,0,0,0,0,0,0,,,6,well793,0,0
3,well376,0,,,,,,0,0,0,0,0,0,,,6,well794,0,0
3,well377,0,,,,,,0,0,0,0,0,0,,,6,well795,0,0
3,well378,0,,,,,,0,0,0,0,0,0,,,6,well796,-934.3225463,-467.1612732
3,well379,0,,,,,,0,0,0,0,0,0,,,6,well797,0,0
3,well38,0,,,,,,0,0,0,0,0,0,,,6,well798,0,0
3,well380,0,,,,,,0,0,0,0,0,0,,,6,well799,0,0
3,well381,0,,,,,,-170.0234024,-170.0234024,-85.0117012,-85.0117012,-170.0234024,-119.0163817,,,6,well800,-72.86717245,-36.43358623
3,well382,0,,,,,,-221.8712676,-221.8712676,-110.9356338,-110.9356338,-221.8712676,-155.3098873,,,6,well801,-332.8069014,-166.4034507
3,well383,0,,,,,,-131.1494801,-131.1494801,-65.57474005,-65.57474005,-131.1494801,-91.80463607,,,6,well802,-196.7242202,-98.3621101
3,well384,0,,,,,,-280.6615122,-280.6615122,-140.3307561,-140.3307561,-280.6615122,-196.4630585,,,6,well803,-420.9922682,-210.4961341
3,well385,-115.4730863,,,,,,-264.0126259,-264.0126259,-132.006313,-132.006313,-264.0126259,-184.8088381,,,6,well804,-396.0189389,-198.0094695
3,well386,-160.9169302,,,,,,-177.9641012,-177.9641012,-88.9820506,-88.9820506,-177.9641012,-124.5748708,,,6,well805,-266.9461519,-133.473076
3,well387,0,,,,,,-111.4409273,-111.4409273,-55.72046365,-55.72046365,-111.4409273,-78.00864911,,,6,well806,-167.161391,-83.5806955
3,well388,0,,,,,,-92.77405985,-92.77405985,-46.38702993,-46.38702993,-92.77405985,-64.9418419,,,6,well807,-139.1610898,-69.5805449
3,well389,0,,,,,,-127.046687,-127.046687,-63.5233435,-63.5233435,-127.046687,-88.9326809,,,6,well808,-190.5700306,-95.2850153
3,well39,-263.4942206,,,,,,-11.43824975,0,0,0,-11.43824975,-8.006774825,,,6,well809,-17.15737462,-8.57868731
3,well390,0,,,,,,-239.5163217,-239.5163217,-119.7581609,-119.7581609,-239.5163217,-167.6614252,,,6,well810,-359.2744825,-179.6372413
3,well391,0,,,,,,-125.6754829,-125.6754829,-62.83774145,-62.83774145,-125.6754829,-87.97283803,,,6,well811,-188.5132244,-94.2566122
3,well392,0,,,,,,-123.154664,-123.154664,-61.577332,-61.577332,-123.154664,-86.2082648,,,6,well812,-184.731996,-92.365998
3,well393,0,,,,,,-81.55537639,-81.55537639,-40.7776882,-40.7776882,-81.55537639,-57.08876347,,,6,well813,-122.3330646,-61.1665323
3,well394,0,,,,,,-131.5700441,-131.5700441,-65.78502205,-65.78502205,-131.5700441,-92.09903087,,,6,well814,-197.3550661,-98.67753305
3,well395,0,,,,,,-130.049132,-130.049132,-65.024566,-65.024566,-130.049132,-91.0343924,,,6,well815,-195.073698,-97.536849
3,well396,0,,,,,,-99.50622073,-99.50622073,-49.75311037,-49.75311037,-99.50622073,-69.65435451,,,6,well816,-149.2593311,-74.62966555
3,well397,0,,,,,,-50.40569989,-50.40569989,-25.20284995,-25.20284995,-50.40569989,-35.28398992,,,6,well817,-75.60854983,-37.80427492
3,well398,0,,,,,,-99.05514096,-99.05514096,-49.52757048,-49.52757048,-99.05514096,-69.33859867,,,6,well818,-148.5827114,-74.2913557
3,well399,0,,,,,,-122.2202205,-122.2202205,-61.11011025,-61.11011025,-122.2202205,-85.55415435,,,6,well819,-183.3303308,-91.6651654
3,well4,0,,,,,,0,0,0,0,0,0,,,6,well820,0,0
3,well40,-78.548795,,,,,,0,0,0,0,0,0,,,6,well821,0,0
3,well400,0,,,,,,0,0,0,0,0,0,,,6,well822,-9.693838701,-4.846919351
3,well401,0,,,,,,-158.1615619,-158.1615619,-79.08078095,-79.08078095,-158.1615619,-110.7130933,,,6,well823,-237.2423429,-118.6211715
3,well402,0,,,,,,0,0,0,0,0,0,,,6,well824,0,0
3,well403,0,,,,,,-103.4928645,0,0,0,-103.4928645,-72.44500515,,,6,well825,-155.2392967,-77.61964835
3,well404,0,,,,,,0,0,0,0,0,0,,,6,well826,0,0
3,well405,0,,,,,,-139.5242963,-139.5242963,-69.76214815,-69.76214815,-139.5242963,-97.66700741,,,6,well827,-209.2864445,-104.6432223
3,well406,0,,,,,,0,0,0,0,0,0,,,6,well828,0,0
3,well407,0,,,,,,0,0,0,0,0,0,,,6,well829,0,0
3,well408,0,,,,,,0,0,0,0,0,0,,,6,well830,0,0
3,well409,0,,,,,,0,0,0,0,0,0,,,6,well831,0,0
3,well41,-108.1575198,,,,,,-17.26730003,0,0,0,-17.26730003,-12.08711002,,,6,well832,-25.90095005,-12.95047503
3,well410,0,,,,,,0,0,0,0,0,0,,,6,well833,0,0
3,well411,0,,,,,,0,0,0,0,0,0,,,6,well834,0,0
3,well412,0,,,,,,0,0,0,0,0,0,,,6,well835,0,0
3,well413,0,,,,,,-297.6544422,-297.6544422,-148.8272211,-148.8272211,-297.6544422,-208.3581095,,,6,well836,-446.4816633,-223.2408317
3,well414,0,,,,,,0,0,0,0,0,0,,,6,well837,0,0
3,well415,0,,,,,,0,0,0,0,0,0,,,6,well838,-257.6774975,-128.8387488
3,well416,0,,,,,,-5.014311088,0,0,0,-5.014311088,-3.510017762,,,6,well839,-7.521466632,-3.760733316
3,well417,0,,,,,,0,0,0,0,0,0,,,6,well840,0,0
3,well418,0,,,,,,0,0,0,0,0,0,,,6,well841,0,0
3,well419,0,,,,,,0,0,0,0,0,0,,,6,well842,0,0
3,well42,0,,,,,,0,0,0,0,0,0,,,6,well843,0,0
3,well420,0,,,,,,0,0,0,0,0,0,,,6,well844,0,0
3,well421,0,,,,,,-346.3945616,-346.3945616,-173.1972808,-173.1972808,-346.3945616,-242.4761931,,,6,well845,-519.5918424,-259.7959212
3,well422,0,,,,,,-313.5151049,-313.5151049,-156.7575525,-156.7575525,-313.5151049,-219.4605734,,,6,well846,-470.2726573,-235.1363287
3,well423,0,,,,,,0,0,0,0,0,0,,,6,well847,0,0
3,well424,0,,,,,,0,0,0,0,0,0,,,6,well848,0,0
3,well425,0,,,,,,-2.540879929,0,0,0,-2.540879929,-1.77861595,,,6,well849,-3.811319894,-1.905659947
3,well426,0,,,,,,-307.1073851,-307.1073851,-153.5536926,-153.5536926,-307.1073851,-214.9751696,,,6,well850,-460.6610776,-230.3305388
3,well427,0,,,,,,0,0,0,0,0,0,,,6,well851,-1378.816663,-689.4083315
3,well428,0,,,,,,0,0,0,0,0,0,,,6,well852,-1485.116512,-742.558256
3,well429,0,,,,,,0,0,0,0,0,0,,,6,well853,-1218.751281,-609.3756405
3,well43,-44.49267586,,,,,,-14.31181556,0,0,0,-14.31181556,-10.01827089,,,6,well854,-21.46772334,-10.73386167
3,well430,0,,,,,,0,0,0,0,0,0,,,6,well855,-1322.928188,-661.464094
3,well431,0,,,,,,0,0,0,0,0,0,,,6,well856,-1355.303734,-677.651867
3,well432,0,,,,,,0,0,0,0,0,0,,,6,well857,0,0
3,well433,0,,,,,,0,0,0,0,0,0,,,6,well858,0,0
3,well434,0,,,,,,0,0,0,0,0,0,,,6,well859,0,0
3,well435,0,,,,,,0,0,0,0,0,0,,,6,well860,-384.2846645,-192.1423323
3,well436,0,,,,,,-163.5533932,-163.5533932,-81.7766966,-81.7766966,-163.5533932,-114.4873752,,,6,well861,-245.3300898,-122.6650449
3,well437,0,,,,,,0,0,0,0,0,0,,,6,well862,0,0
3,well438,0,,,,,,0,0,0,0,0,0,,,6,well863,0,0
3,well439,0,,,,,,0,0,0,0,0,0,,,6,well864,0,0
3,well44,-74.67620304,,,,,,-1.202279464,0,0,0,-1.202279464,-0.841595625,,,6,well865,-1.803419196,-0.901709598
3,well440,0,,,,,,0,0,0,0,0,0,,,6,well866,0,0
3,well441,0,,,,,,0,0,0,0,0,0,,,6,well867,0,0
3,well442,0,,,,,,0,0,0,0,0,0,,,6,well868,0,0
3,well443,0,,,,,,0,0,0,0,0,0,,,6,well869,0,0
3,well444,0,,,,,,0,0,0,0,0,0,,,6,well870,0,0
3,well445,0,,,,,,0,0,0,0,0,0,,,6,well871,0,0
3,well446,0,,,,,,0,0,0,0,0,0,,,6,well872,0,0
3,well447,0,,,,,,0,0,0,0,0,0,,,6,well873,0,0
3,well448,0,,,,,,0,0,0,0,0,0,,,6,well874,0,0
3,well449,0,,,,,,0,0,0,0,0,0,,,6,well875,0,0
3,well45,-92.49050276,,,,,,-19.52157154,0,0,0,-19.52157154,-13.66510008,,,6,well876,-29.2823573,-14.64117865
3,well450,0,,,,,,0,0,0,0,0,0,,,6,well877,0,0
3,well451,0,,,,,,0,0,0,0,0,0,,,6,well878,0,0
3,well452,0,,,,,,0,0,0,0,0,0,,,6,well879,0,0
3,well453,0,,,,,,0,0,0,0,0,0,,,6,well880,0,0
3,well454,0,,,,,,0,0,0,0,0,0,,,6,well881,0,0
3,well455,0,,,,,,0,0,0,0,0,0,,,6,well882,0,0
3,well456,0,,,,,,0,0,0,0,0,0,,,6,well883,0,0
3,well457,0,,,,,,0,0,0,0,0,0,,,6,well884,0,0
3,well458,0,,,,,,0,0,0,0,0,0,,,6,well885,0,0
3,well459,0,,,,,,0,0,0,0,0,0,,,6,well886,0,0
3,well46,0,,,,,,0,0,0,0,0,0,,,6,well887,0,0
3,well460,0,,,,,,0,0,0,0,0,0,,,6,well888,0,0
3,well461,0,,,,,,0,0,0,0,0,0,,,6,well889,0,0
3,well462,0,,,,,,0,0,0,0,0,0,,,6,well890,0,0
3,well463,0,,,,,,0,0,0,0,0,0,,,6,well891,0,0
3,well464,0,,,,,,0,0,0,0,0,0,,,6,well892,0,0
3,well465,0,,,,,,0,0,0,0,0,0,,,6,well893,0,0
3,well466,0,,,,,,0,0,0,0,0,0,,,6,well894,0,0
3,well467,0,,,,,,0,0,0,0,0,0,,,6,well895,0,0
3,well468,0,,,,,,0,0,0,0,0,0,,,6,well896,0,0
3,well469,0,,,,,,0,0,0,0,0,0,,,6,well897,0,0
3,well47,-50.33608417,,,,,,-26.97344259,-26.97344259,-13.4867213,-13.4867213,-26.97344259,-18.88140981,,,6,well898,-40.46016388,-20.23008194
3,well470,0,,,,,,0,0,0,0,0,0,,,6,well899,0,0
3,well471,0,,,,,,0,0,0,0,0,0,,,6,well900,0,0
3,well472,0,,,,,,0,0,0,0,0,0,,,6,well901,0,0
3,well473,0,,,,,,0,0,0,0,0,0,,,6,well902,0,0
3,well474,0,,,,,,-52.50439005,0,0,0,-52.50439005,-36.75307304,,,6,well903,-78.75658507,-39.37829254
3,well475,0,,,,,,-114.7195993,0,0,0,-114.7195993,-80.30371951,,,6,well904,-172.079399,-86.0396995
3,well476,0,,,,,,0,0,0,0,0,0,,,6,well905,0,0
3,well477,0,,,,,,0,0,0,0,0,0,,,6,well906,0,0
3,well478,0,,,,,,0,0,0,0,0,0,,,6,well907,0,0
3,well479,0,,,,,,0,0,0,0,0,0,,,6,well908,0,0
3,well48,-90.18185576,,,,,,0,0,0,0,0,0,,,6,well909,0,0
3,well480,0,,,,,,0,0,0,0,0,0,,,6,well910,0,0
3,well481,0,,,,,,0,0,0,0,0,0,,,6,well911,0,0
3,well482,0,,,,,,0,0,0,0,0,0,,,6,well912,0,0
3,well483,0,,,,,,0,0,0,0,0,0,,,6,well913,0,0
3,well484,0,,,,,,0,0,0,0,0,0,,,6,well914,0,0
3,well485,0,,,,,,0,0,0,0,0,0,,,6,well915,0,0
3,well486,0,,,,,,0,0,0,0,0,0,,,6,well916,0,0
3,well49,-54.11519656,,,,,,0,0,0,0,0,0,,,6,well917,0,0
3,well5,-36.73520397,,,,,,0,0,0,0,0,0,,,6,well918,0,0
3,well50,0,,,,,,0,0,0,0,0,0,,,6,well919,0,0
3,well51,-41.40857746,,,,,,0,0,0,0,0,0,,,6,well920,0,0
3,well52,-50.00877346,,,,,,0,0,0,0,0,0,,,6,well921,0,0
3,well53,-98.83123598,,,,,,-48.07666149,-48.07666149,-24.03833075,-24.03833075,-48.07666149,-33.65366304,,,6,well922,-72.11499224,-36.05749612
3,well54,-174.8253275,,,,,,-23.76296208,-23.76296208,-11.88148104,-11.88148104,-23.76296208,-16.63407346,,,6,well923,-35.64444312,-17.82222156
3,well55,-97.40061085,,,,,,-62.68952587,-62.68952587,-31.34476294,-31.34476294,-62.68952587,-43.88266811,,,6,well924,-94.0342888,-47.0171444
3,well56,-140.7395474,,,,,,-37.1975192,-37.1975192,-18.5987596,-18.5987596,-37.1975192,-26.03826344,,,6,well925,-55.7962788,-27.8981394
3,well57,-115.8349415,,,,,,-45.05750569,0,0,0,-45.05750569,-31.54025398,,,6,well926,-67.58625854,-33.79312927
3,well58,-112.8263424,,,,,,-32.91994573,0,0,0,-32.91994573,-23.04396201,,,6,well927,-49.3799186,-24.6899593
3,well59,-95.84669684,,,,,,-23.32624464,-23.32624464,-11.66312232,-11.66312232,-23.32624464,-16.32837125,,,6,well928,-34.98936696,-17.49468348
3,well6,-180.8041309,,,,,,-69.91768842,-69.91768842,-34.95884421,-34.95884421,-69.91768842,-48.94238189,,,6,well929,-104.8765326,-52.4382663
3,well60,0,,,,,,-23.17399104,-23.17399104,-11.58699552,-11.58699552,-23.17399104,-16.22179373,,,6,well930,-34.76098656,-17.38049328
3,well61,-106.0765172,,,,,,-36.54110452,-36.54110452,-18.27055226,-18.27055226,-36.54110452,-25.57877316,,,6,well931,-54.81165678,-27.40582839
3,well62,-106.1713654,,,,,,-14.54626431,-14.54626431,-7.273132155,-7.273132155,-14.54626431,-10.18238502,,,6,well932,-21.81939646,-10.90969823
3,well63,-121.5386539,,,,,,-21.71762356,-21.71762356,-10.85881178,-10.85881178,-21.71762356,-15.20233649,,,6,well933,-32.57643533,-16.28821767
3,well64,-105.1618845,,,,,,-25.29860506,-25.29860506,-12.64930253,-12.64930253,-25.29860506,-17.70902354,,,6,well934,-37.94790759,-18.9739538
3,well65,-153.4451848,,,,,,-35.08528415,0,0,0,-35.08528415,-24.55969891,,,6,well935,-52.62792622,-26.31396311
3,well66,-142.1479427,,,,,,-32.02465798,-32.02465798,-16.01232899,-16.01232899,-32.02465798,-22.41726059,,,6,well936,-48.03698697,-24.01849349
3,well67,-72.09440171,,,,,,-20.64947457,-20.64947457,-10.32473729,-10.32473729,-20.64947457,-14.4546322,,,6,well937,-30.97421185,-15.48710593
3,well68,-51.41201881,,,,,,0,0,0,0,0,0,,,6,well938,0,0
3,well69,-92.35732378,,,,,,0,0,0,0,0,0,,,6,well939,0,0
3,well7,-94.16335621,,,,,,-20.88255492,0,0,0,-20.88255492,-14.61778844,,,6,well940,-31.32383238,-15.66191619
3,well70,-70.51544814,,,,,,-30.1363454,-30.1363454,-15.0681727,-15.0681727,-30.1363454,-21.09544178,,,6,well941,-45.2045181,-22.60225905
3,well71,0,,,,,,0,0,0,0,0,0,,,6,well942,0,0
3,well72,0,,,,,,0,0,0,0,0,0,,,6,well943,0,0
3,well73,0,,,,,,0,0,0,0,0,0,,,6,well944,0,0
3,well74,-58.25400744,,,,,,-10.9367055,0,0,0,-10.9367055,-7.65569385,,,6,well945,-16.40505825,-8.202529125
3,well75,-33.2463619,,,,,,0,0,0,0,0,0,,,6,well946,0,0
3,well76,-68.68521486,,,,,,-5.474213566,0,0,0,-5.474213566,-3.831949496,,,6,well947,-8.211320349,-4.105660175
3,well77,-104.8917893,,,,,,-41.93649337,0,0,0,-41.93649337,-29.35554536,,,6,well948,-62.90474006,-31.45237003
3,well78,-84.10972116,,,,,,-20.9337806,0,0,0,-20.9337806,-14.65364642,,,6,well949,-31.4006709,-15.70033545
3,well79,-132.1295828,,,,,,-7.91568534,0,0,0,-7.91568534,-5.540979738,,,6,well950,-11.87352801,-5.936764005
3,well8,-148.7947633,,,,,,-27.31359886,0,0,0,-27.31359886,-19.1195192,,,6,well951,-40.97039829,-20.48519915
3,well80,-96.20713744,,,,,,-21.88173106,0,0,0,-21.88173106,-15.31721174,,,6,well952,-32.82259659,-16.4112983
3,well81,-53.04634497,,,,,,0,0,0,0,0,0,,,6,well953,0,0
3,well82,0,,,,,,-1.634750497,0,0,0,-1.634750497,-1.144325348,,,6,well954,-2.452125745,-1.226062873
3,well83,-28.37389878,,,,,,0,0,0,0,0,0,,,6,well955,0,0
3,well84,-65.19932898,,,,,,-24.08616482,-24.08616482,-12.04308241,-12.04308241,-24.08616482,-16.86031537,,,6,well956,-36.12924723,-18.06462362
3,well85,-72.54720552,,,,,,0,0,0,0,0,0,,,6,well957,-23.60384814,-11.80192407
3,well86,0,,,,,,-55.57927471,0,0,0,-55.57927471,-38.9054923,,,6,well958,-83.36891206,-41.68445603
3,well87,-113.4194232,,,,,,-21.98784819,-21.98784819,-10.9939241,-10.9939241,-21.98784819,-15.39149373,,,6,well959,-32.98177228,-16.49088614
3,well88,0,,,,,,0,0,0,0,0,0,,,6,well960,-43.91886892,-21.95943446
3,well89,-148.754248,,,,,,-0.594630033,0,0,0,-0.594630033,-0.416241023,,,6,well961,-0.89194505,-0.445972525
3,well9,-142.6611339,,,,,,-18.12143054,0,0,0,-18.12143054,-12.68500138,,,6,well962,-27.18214581,-13.59107291
3,well90,-144.4930676,,,,,,-32.33252624,0,0,0,-32.33252624,-22.63276837,,,6,well963,-48.49878936,-24.24939468
3,well91,-172.3292388,,,,,,-29.89418054,0,0,0,-29.89418054,-20.92592638,,,6,well964,-44.8412708,-22.4206354
3,well92,-32.78459864,,,,,,-5.700693597,0,0,0,-5.700693597,-3.990485518,,,6,well965,-8.551040396,-4.275520198
3,well93,-145.8149168,,,,,,-26.94347514,0,0,0,-26.94347514,-18.8604326,,,6,well966,-40.41521271,-20.20760636
3,well94,-208.1577553,,,,,,-36.25102148,0,0,0,-36.25102148,-25.37571504,,,6,well967,-54.37653222,-27.18826611
3,well95,-282.6080712,,,,,,-16.37896393,0,0,0,-16.37896393,-11.46527475,,,6,well968,-24.5684459,-12.28422295
3,well96,0,,,,,,-52.66373642,0,0,0,-52.66373642,-36.86461549,,,6,well969,-78.99560462,-39.49780231
3,well97,0,,,,,,-175.2554282,0,0,0,-175.2554282,-122.6787997,,,6,well970,-262.8831423,-131.4415712
3,well98,-195.4629343,,,,,,-23.35457752,0,0,0,-23.35457752,-16.34820426,,,6,well971,-35.03186629,-17.51593315
3,well99,-142.2436966,,,,,,-8.021707211,0,0,0,-8.021707211,-5.615195048,,,6,well972,-12.03256082,-6.01628041
3,well487,0,,,,,,0,0,0,0,0,0,,,7,well487,0,0
3,well488,-104.3468972,,,,,,-24.83274468,0,0,0,-24.83274468,-22.34947021,,,7,well488,-37.24911702,-18.62455851
3,well489,-387.2127336,,,,,,0,0,0,0,0,0,,,7,well489,0,0
3,well490,0,,,,,,0,0,0,0,0,0,,,7,well490,0,0
3,well491,-255.9876368,,,,,,-12.23187689,0,0,0,-12.23187689,-11.0086892,,,7,well491,-18.34781533,-9.173907665
3,well492,0,,,,,,-19.64929382,0,0,0,-19.64929382,-17.68436444,,,7,well492,-29.47394073,-14.73697037
3,well493,-210.1085181,,,,,,0,0,0,0,0,0,,,7,well493,-0.831103951,-0.415551976
3,well494,0,,,,,,-24.80792641,0,0,0,-24.80792641,-22.32713377,,,7,well494,-37.21188961,-18.60594481
3,well495,0,,,,,,-31.01603221,0,0,0,-31.01603221,-27.91442899,,,7,well495,-46.52404832,-23.26202416
3,well496,-631.6723494,,,,,,-48.13994935,0,0,0,-48.13994935,-43.32595442,,,7,well496,-72.20992402,-36.10496201
3,well497,-98.00357723,,,,,,-16.32956364,0,0,0,-16.32956364,-14.69660728,,,7,well497,-24.49434547,-12.24717274
3,well498,-329.0757466,,,,,,-17.6835167,0,0,0,-17.6835167,-15.91516503,,,7,well498,-26.52527505,-13.26263753
3,well499,-164.7499721,,,,,,0,0,0,0,0,0,,,7,well499,0,0
3,well500,-302.854683,,,,,,-18.98367569,0,0,0,-18.98367569,-17.08530812,,,7,well500,-28.47551354,-14.23775677
3,well501,-279.6253595,,,,,,-20.42089481,0,0,0,-20.42089481,-18.37880533,,,7,well501,-30.63134222,-15.31567111
3,well502,0,,,,,,0,0,0,0,0,0,,,7,well502,0,0
3,well503,-129.303743,,,,,,-14.35982469,0,0,0,-14.35982469,-12.92384222,,,7,well503,-21.53973704,-10.76986852
3,well504,-297.0159641,,,,,,-58.11822469,0,0,0,-58.11822469,-52.30640222,,,7,well504,-87.17733704,-43.58866852
3,well505,-750.004467,,,,,,-35.52311781,0,0,0,-35.52311781,-31.97080603,,,7,well505,-53.28467672,-26.64233836
3,well506,0,,,,,,-96.86813852,-96.86813852,-48.43406926,-96.86813852,-96.86813852,-87.18132467,,,7,well506,-145.3022078,-72.6511039
3,well507,-112.4006839,,,,,,-25.84270035,-25.84270035,-12.92135018,-25.84270035,-25.84270035,-23.25843032,,,7,well507,-38.76405053,-19.38202527
3,well508,-154.8125101,,,,,,-44.25844551,-44.25844551,-22.12922276,-44.25844551,-44.25844551,-39.83260096,,,7,well508,-66.38766826,-33.19383413
3,well509,-231.2954336,,,,,,0,0,0,0,0,0,,,7,well509,0,0
3,well510,-144.5425255,,,,,,-22.97983249,0,0,0,-22.97983249,-20.68184924,,,7,well510,-34.46974873,-17.23487437
3,well511,0,,,,,,-100.4393176,-100.4393176,-50.2196588,-100.4393176,-100.4393176,-90.39538584,,,7,well511,-150.6589763,-75.32948815
3,well512,-207.8107505,,,,,,-34.52644352,-34.52644352,-17.26322176,-34.52644352,-34.52644352,-31.07379917,,,7,well512,-51.78966528,-25.89483264
3,well513,-385.0809357,,,,,,-82.33419627,-82.33419627,-41.16709814,-82.33419627,-82.33419627,-74.10077664,,,7,well513,-123.5012944,-61.7506472
3,well514,-278.0689205,,,,,,-39.64755233,-39.64755233,-19.82377617,-39.64755233,-39.64755233,-35.6827971,,,7,well514,-59.4713285,-29.73566425
3,well515,-226.4434556,,,,,,-51.60548069,-51.60548069,-25.80274035,-51.60548069,-51.60548069,-46.44493262,,,7,well515,-77.40822104,-38.70411052
3,well516,-451.6991007,,,,,,-75.84910036,-75.84910036,-37.92455018,-75.84910036,-75.84910036,-68.26419032,,,7,well516,-113.7736505,-56.88682525
3,well517,-107.8024969,,,,,,-95.2086292,-95.2086292,-47.6043146,-95.2086292,-95.2086292,-85.68776628,,,7,well517,-142.8129438,-71.4064719
3,well518,-128.3188454,,,,,,-35.14137568,0,0,0,-35.14137568,-31.62723811,,,7,well518,-52.71206351,-26.35603176
3,well519,-195.6061924,,,,,,-47.93266892,-47.93266892,-23.96633446,-47.93266892,-47.93266892,-43.13940203,,,7,well519,-71.89900338,-35.94950169
3,well520,-214.5375891,,,,,,-63.32267142,-63.32267142,-31.66133571,-63.32267142,-63.32267142,-56.99040428,,,7,well520,-94.98400713,-47.49200357
3,well521,-93.74048295,,,,,,0,0,0,0,0,0,,,7,well521,0,0
3,well522,-279.814664,,,,,,-55.81810222,-55.81810222,-27.90905111,-55.81810222,-55.81810222,-50.236292,,,7,well522,-83.72715332,-41.86357666
3,well523,-268.6897567,,,,,,-42.65506879,-42.65506879,-21.3275344,-42.65506879,-42.65506879,-38.38956191,,,7,well523,-63.98260318,-31.99130159
3,well524,-238.764787,,,,,,-27.50310675,-27.50310675,-13.75155338,-27.50310675,-27.50310675,-24.75279608,,,7,well524,-41.25466013,-20.62733007
3,well525,-417.5039084,,,,,,-49.68256559,-49.68256559,-24.8412828,-49.68256559,-49.68256559,-44.71430903,,,7,well525,-74.52384838,-37.26192419
3,well526,-426.999044,,,,,,-46.71610963,-46.71610963,-23.35805482,-46.71610963,-46.71610963,-42.04449867,,,7,well526,-70.07416444,-35.03708222
3,well527,-737.0829702,,,,,,-43.87385838,-43.87385838,-21.93692919,-43.87385838,-43.87385838,-39.48647254,,,7,well527,-65.81078756,-32.90539378
3,well528,-189.4822018,,,,,,-27.89150413,-27.89150413,-13.94575207,-27.89150413,-27.89150413,-25.10235372,,,7,well528,-41.83725619,-20.9186281
3,well529,-267.3914261,,,,,,-67.49353902,0,0,0,-67.49353902,-60.74418512,,,7,well529,-101.2403085,-50.62015425
3,well530,-112.1795902,,,,,,0,0,0,0,0,0,,,7,well530,0,0
3,well531,-193.3298744,,,,,,-11.06637028,-11.06637028,-5.53318514,-11.06637028,-11.06637028,-9.959733252,,,7,well531,-16.59955543,-8.299777715
3,well532,-220.5048633,,,,,,-48.47933489,0,0,0,-48.47933489,-43.6314014,,,7,well532,-72.71900234,-36.35950117
3,well533,-261.9349305,,,,,,-30.77263372,-30.77263372,-15.38631686,-30.77263372,-30.77263372,-27.69537035,,,7,well533,-46.15895058,-23.07947529
3,well534,-100.9018855,,,,,,-6.312328767,0,0,0,-6.312328767,-5.68109589,,,7,well534,-9.468493151,-4.734246576
3,well535,0,,,,,,-28.34831659,-28.34831659,-14.1741583,-28.34831659,-28.34831659,-25.51348493,,,7,well535,-42.52247488,-21.26123744
3,well536,-79.5695868,,,,,,0,0,0,0,0,0,,,7,well536,-15.78082192,-7.89041096
3,well537,-197.6952266,,,,,,-23.76239782,-23.76239782,-11.88119891,-23.76239782,-23.76239782,-21.38615804,,,7,well537,-35.64359673,-17.82179837
3,well538,-172.640762,,,,,,0,0,0,0,0,0,,,7,well538,0,0
3,well539,-224.4182159,,,,,,-4.622452871,-4.622452871,-2.311226436,-4.622452871,-4.622452871,-4.160207584,,,7,well539,-6.933679307,-3.466839654
3,well540,-200.6540374,,,,,,0,0,0,0,0,0,,,7,well540,0,0
3,well541,-149.4152675,,,,,,-16.88028653,-16.88028653,-8.440143265,-16.88028653,-16.88028653,-15.19225788,,,7,well541,-25.32042979,-12.6602149
3,well542,-611.1707275,,,,,,-8.271115448,-8.271115448,-4.135557724,-8.271115448,-8.271115448,-7.444003903,,,7,well542,-12.40667317,-6.203336585
3,well543,0,,,,,,0,0,0,0,0,0,,,7,well543,0,0
3,well544,-330.7930795,,,,,,-20.13390182,-20.13390182,-10.06695091,-20.13390182,-20.13390182,-18.12051164,,,7,well544,-30.20085273,-15.10042637
3,well545,-489.9339499,,,,,,-3.793017257,-3.793017257,-1.896508629,-3.793017257,-3.793017257,-3.413715531,,,7,well545,-5.689525886,-2.844762943
3,well546,-328.0706582,,,,,,0,0,0,0,0,0,,,7,well546,0,0
3,well547,-396.3661794,,,,,,-24.0208391,-24.0208391,-12.01041955,-24.0208391,-24.0208391,-21.61875519,,,7,well547,-36.03125865,-18.01562933
3,well548,-305.0815082,,,,,,0,0,0,0,0,0,,,7,well548,0,0
3,well549,-445.1671228,,,,,,0,0,0,0,0,0,,,7,well549,0,0
3,well550,-118.3594953,,,,,,-23.02714958,-23.02714958,-11.51357479,-23.02714958,-23.02714958,-20.72443462,,,7,well550,-34.54072437,-17.27036219
3,well551,-509.8136594,,,,,,-7.793989913,-7.793989913,-3.896994957,-7.793989913,-7.793989913,-7.014590922,,,7,well551,-11.69098487,-5.845492435
